batsman,bowler,inning,batsman_runs,is_wicket
Sachin Baby,JJ Bumrah,3,2,0
Sandeep Sharma,P Kumar,3,2,0
Shakib Al Hasan,CJ Jordan,3,2,0
Shakib Al Hasan,O Thomas,3,2,0
Shoaib Malik,IK Pathan,3,2,0
Shubman Gill,Kartik Tyagi,3,2,0
TL Suman,DL Vettori,3,2,0
UBT Chand,DJ Hooda,3,2,0
UBT Chand,LJ Wright,3,2,0
V Kohli,GH Vihari,3,2,0
V Shankar,O Thomas,3,2,0
VH Zol,R Ashwin,3,2,0
WA Mota,RJ Harris,3,2,0
WD Parnell,AG Murtaza,3,2,0
WP Saha,CJ Anderson,3,2,0
WP Saha,GD McGrath,3,2,0
WP Saha,J Yadav,3,2,0
WPUJC Vaas,PD Collingwood,3,2,1
YK Pathan,VY Mahesh,3,2,0
YV Takawale,A Nehra,3,2,0
Yuvraj Singh,BCJ Cutting,3,2,0
Yuvraj Singh,MM Ali,3,2,0
Yuvraj Singh,SD Chitnis,3,2,1
Z Khan,A Flintoff,3,2,1
A Ashish Reddy,Anureet Singh,2,2,0
A Ashish Reddy,JP Faulkner,2,2,0
A Chandila,RP Singh,2,2,0
A Dananjaya,TA Boult,2,2,0
A Flintoff,P Kumar,2,2,0
A Mishra,A Singh,2,2,0
A Mithun,SP Narine,2,2,1
A Symonds,RJ Harris,2,2,0
AA Chavan,UT Yadav,2,2,0
AB Agarkar,JH Kallis,2,2,0
AB Agarkar,MS Gony,2,2,1
AB McDonald,RE van der Merwe,2,2,0
AJ Finch,DJ Bravo,2,2,0
AJ Finch,RN ten Doeschate,2,2,0
AJ Tye,Washington Sundar,2,2,0
AL Menaria,CH Gayle,2,2,1
AL Menaria,MS Gony,2,2,0
AM Nayar,STR Binny,2,2,0
AR Patel,BB Sran,2,2,0
AR Patel,JH Kallis,2,2,0
AR Patel,MP Stoinis,2,2,0
AR Patel,S Badree,2,2,0
AS Raut,Pankaj Singh,2,2,0
AT Carey,TA Boult,2,2,0
AT Rayudu,MA Starc,2,2,1
AT Rayudu,RE van der Merwe,2,2,0
AT Rayudu,TU Deshpande,2,2,0
Azhar Mahmood,P Negi,2,2,0
Azhar Mahmood,S Kaul,2,2,0
B Akhil,MF Maharoof,2,2,0
B Chipli,R Sharma,2,2,0
B Kumar,AN Ahmed,2,2,1
B Lee,AM Rahane,2,2,0
B Lee,UT Yadav,2,2,0
BA Stokes,S Aravind,2,2,0
BB McCullum,AN Ahmed,2,2,0
BB Samantray,RP Singh,2,2,0
BB Samantray,WD Parnell,2,2,0
BCJ Cutting,Mohammed Siraj,2,2,0
BCJ Cutting,Shakib Al Hasan,2,2,0
BJ Hodge,AB Dinda,2,2,0
BJ Hodge,RR Powar,2,2,0
BMAJ Mendis,KV Sharma,2,2,0
C Munro,MM Sharma,2,2,0
C de Grandhomme,SN Thakur,2,2,0
CA Ingram,DJ Bravo,2,2,1
CH Gayle,JE Taylor,2,2,0
CH Morris,AJ Tye,2,2,0
CH Morris,HV Patel,2,2,0
CH Morris,JO Holder,2,2,1
CH Morris,M Morkel,2,2,0
CJ Anderson,AB Dinda,2,2,0
CJ Jordan,KK Ahmed,2,2,0
CJ McKay,AB Agarkar,2,2,0
CM Gautam,JP Faulkner,2,2,0
CR Brathwaite,K Rabada,2,2,0
CR Woakes,S Aravind,2,2,0
CRD Fernando,VRV Singh,2,2,1
D Wiese,CH Morris,2,2,0
D Wiese,SR Watson,2,2,0
DA Miller,L Ngidi,2,2,0
DA Warner,C de Grandhomme,2,2,0
DA Warner,N Rana,2,2,0
DB Ravi Teja,Harbhajan Singh,2,2,0
DB Ravi Teja,NLTC Perera,2,2,0
DB Ravi Teja,R Sharma,2,2,0
DH Yagnik,B Lee,2,2,0
DH Yagnik,DS Kulkarni,2,2,0
DJ Hooda,M Morkel,2,2,0
DJ Hussey,S Rana,2,2,0
DJ Thornely,PP Ojha,2,2,0
DJG Sammy,RS Bopara,2,2,0
DJM Short,R Ashwin,2,2,1
DL Chahar,KK Ahmed,2,2,0
DL Vettori,A Mithun,2,2,0
DPMD Jayawardene,Mohammad Hafeez,2,2,0
DPMD Jayawardene,RG Sharma,2,2,0
DR Martyn,R Vinay Kumar,2,2,0
DR Smith,AS Raut,2,2,0
DS Kulkarni,TK Curran,2,2,0
DT Christian,AL Menaria,2,2,0
DT Christian,CH Morris,2,2,1
DW Steyn,Iqbal Abdulla,2,2,0
DW Steyn,STR Binny,2,2,0
EJG Morgan,A Ashish Reddy,2,2,0
EJG Morgan,CK Langeveldt,2,2,0
EJG Morgan,D Wiese,2,2,0
F du Plessis,HH Pandya,2,2,0
FY Fazal,RJ Harris,2,2,0
FY Fazal,Yuvraj Singh,2,2,0
GB Hogg,A Nehra,2,2,0
GC Smith,DJ Bravo,2,2,0
GJ Maxwell,K Santokie,2,2,0
GR Napier,I Sharma,2,2,0
Gurkeerat Singh,NLTC Perera,2,2,0
Gurkeerat Singh,S Nadeem,2,2,0
HH Gibbs,Mashrafe Mortaza,2,2,0
HH Gibbs,S Ladda,2,2,0
HM Amla,UT Yadav,2,2,0
HV Patel,AJ Tye,2,2,0
HV Patel,L Balaji,2,2,0
Harpreet Singh,A Singh,2,2,0
I Udana,CJ Jordan,2,2,0
IK Pathan,AD Mascarenhas,2,2,0
IK Pathan,MM Sharma,2,2,1
IK Pathan,PV Tambe,2,2,0
IK Pathan,Pankaj Singh,2,2,0
IS Sodhi,KMA Paul,2,2,0
Imran Tahir,A Nehra,2,2,0
Ishan Kishan,Abdul Samad,2,2,0
J Botha,MC Henriques,2,2,0
JA Morkel,BAW Mendis,2,2,0
JA Morkel,DJ Hussey,2,2,0
JA Morkel,MS Gony,2,2,0
JA Morkel,NLTC Perera,2,2,0
JA Morkel,TP Sudhindra,2,2,0
JC Archer,DL Chahar,2,2,0
JC Archer,Imran Tahir,2,2,0
JD Ryder,TM Dilshan,2,2,0
JDP Oram,A Kumble,2,2,0
JDP Oram,JR Hopes,2,2,0
JDP Oram,Y Venugopal Rao,2,2,0
JEC Franklin,DJ Hussey,2,2,0
JH Kallis,CJ Anderson,2,2,0
JH Kallis,KP Appanna,2,2,0
JH Kallis,RR Powar,2,2,0
JH Kallis,V Kohli,2,2,0
JJ Bumrah,Sandeep Sharma,2,2,0
JJ Roy,CR Woakes,2,2,0
JP Duminy,A Ashish Reddy,2,2,0
JP Duminy,BA Bhatt,2,2,0
JP Duminy,PD Collingwood,2,2,0
JP Duminy,R Ninan,2,2,0
JP Duminy,TM Dilshan,2,2,0
JR Hopes,BAW Mendis,2,2,0
K Goel,ST Jayasuriya,2,2,0
KA Pollard,C de Grandhomme,2,2,0
KA Pollard,JDS Neesham,2,2,0
KA Pollard,S Tyagi,2,2,0
KC Sangakkara,B Lee,2,2,0
KC Sangakkara,JM Kemp,2,2,0
KC Sangakkara,RV Gomez,2,2,0
KD Karthik,AJ Finch,2,2,0
KD Karthik,J Botha,2,2,0
KD Karthik,Joginder Sharma,2,2,1
KD Karthik,KMA Paul,2,2,0
KK Cooper,A Nehra,2,2,1
KK Nair,C de Grandhomme,2,2,0
KK Nair,IC Pandey,2,2,0
KK Nair,R Shukla,2,2,0
KL Rahul,Mustafizur Rahman,2,2,0
KM Jadhav,AS Rajpoot,2,2,0
KM Jadhav,Anand Rajan,2,2,0
KM Jadhav,BB Sran,2,2,0
KM Jadhav,S Narwal,2,2,0
KMA Paul,Imran Tahir,2,2,0
KS Williamson,Kartik Tyagi,2,2,0
KS Williamson,MK Lomror,2,2,0
KV Sharma,AD Russell,2,2,0
KV Sharma,Anureet Singh,2,2,0
KV Sharma,KA Pollard,2,2,0
Kuldeep Yadav,KMA Paul,2,2,0
LA Carseldine,S Sreesanth,2,2,0
LA Carseldine,SB Jakati,2,2,0
LA Carseldine,SK Raina,2,2,0
LA Pomersbach,DR Smith,2,2,0
LA Pomersbach,MM Patel,2,2,1
LR Shukla,MS Gony,2,2,0
LR Shukla,SR Watson,2,2,0
LRPL Taylor,RJ Peterson,2,2,0
LRPL Taylor,RS Bopara,2,2,0
LRPL Taylor,VR Aaron,2,2,0
M Ashwin,JO Holder,2,2,0
M Ashwin,KK Ahmed,2,2,1
M Kaif,JE Taylor,2,2,0
M Kartik,Harmeet Singh,2,2,0
M Kartik,I Sharma,2,2,0
M Klinger,R Bhatia,2,2,0
M Manhas,AA Jhunjhunwala,2,2,0
M Manhas,L Ablish,2,2,0
M Morkel,DR Smith,2,2,0
M Vijay,MN Samuels,2,2,0
M Vijay,TM Dilshan,2,2,0
M Vohra,S Sreesanth,2,2,0
M Vohra,SMSM Senanayake,2,2,0
M Vohra,SS Agarwal,2,2,0
MA Agarwal,DT Christian,2,2,0
MA Starc,A Nehra,2,2,0
MC Henriques,A Ashish Reddy,2,2,0
MC Henriques,Harmeet Singh,2,2,0
MC Henriques,Iqbal Abdulla,2,2,0
MC Henriques,STR Binny,2,2,0
MJ Clarke,AA Chavan,2,2,0
MJ Guptill,MJ McClenaghan,2,2,0
MJ McClenaghan,I Sharma,2,2,0
MK Lomror,S Dube,2,2,0
MK Pandey,DJ Hooda,2,2,0
MK Pandey,MK Tiwary,2,2,0
MK Tiwary,CH Gayle,2,2,0
MK Tiwary,S Sreesanth,2,2,0
MK Tiwary,Swapnil Singh,2,2,0
MM Ali,BA Stokes,2,2,0
MM Patel,SS Sarkar,2,2,0
MM Sharma,D Wiese,2,2,0
MM Sharma,UT Yadav,2,2,0
MN Samuels,KA Pollard,2,2,0
MN Samuels,SL Malinga,2,2,1
MP Stoinis,AS Rajpoot,2,2,0
MP Stoinis,BCJ Cutting,2,2,0
MP Stoinis,K Khejroliya,2,2,0
MS Bisla,MF Maharoof,2,2,1
MS Dhoni,AC Thomas,2,2,0
MS Dhoni,LE Plunkett,2,2,0
MV Boucher,S Sreesanth,2,2,0
Mandeep Singh,SE Rutherford,2,2,0
Mashrafe Mortaza,A Symonds,2,2,0
Misbah-ul-Haq,IK Pathan,2,2,0
N Rana,KMA Paul,2,2,0
N Saini,KMDN Kulasekara,2,2,1
NA Saini,RA Jadeja,2,2,0
NV Ojha,CH Gayle,2,2,0
NV Ojha,M Ashwin,2,2,0
P Dogra,B Lee,2,2,0
P Kumar,A Nehra,2,2,0
P Kumar,B Lee,2,2,0
P Kumar,BCJ Cutting,2,2,0
P Negi,DL Chahar,2,2,1
PC Valthaty,JH Kallis,2,2,0
PJ Cummins,CJ Jordan,2,2,0
PP Chawla,DL Chahar,2,2,0
PP Chawla,FY Fazal,2,2,0
PP Chawla,SB Jakati,2,2,0
PP Chawla,STR Binny,2,2,0
PP Chawla,T Thushara,2,2,0
PP Ojha,Imran Tahir,2,2,0
Parvez Rasool,AN Ahmed,2,2,0
R Ashwin,DJ Bravo,2,2,0
R Ashwin,Harmeet Singh,2,2,0
R Ashwin,I Sharma,2,2,0
R Ashwin,KH Pandya,2,2,0
R McLaren,SR Watson,2,2,0
R Parag,MJ Santner,2,2,0
R Tewatia,CH Morris,2,2,0
R Vinay Kumar,I Sharma,2,2,1
R Vinay Kumar,PP Ojha,2,2,0
RA Tripathi,N Rana,2,2,0
RA Tripathi,TK Curran,2,2,0
RE van der Merwe,AS Raut,2,2,0
RE van der Merwe,SK Warne,2,2,0
RG More,AD Russell,2,2,0
RG Sharma,Mustafizur Rahman,2,2,0
RJ Quiney,C Nanda,2,2,0
RK Singh,JC Archer,2,2,0
RN ten Doeschate,Bipul Sharma,2,2,0
RN ten Doeschate,D Wiese,2,2,0
RN ten Doeschate,K Upadhyay,2,2,0
RR Pant,C de Grandhomme,2,2,0
RR Pant,DT Christian,2,2,0
RR Sarwan,MA Khote,2,2,0
RS Bopara,TG Southee,2,2,0
RS Bopara,TM Dilshan,2,2,0
RV Gomez,Z Khan,2,2,0
RV Uthappa,DNT Zoysa,2,2,0
RV Uthappa,MF Maharoof,2,2,0
S Aravind,Basil Thampi,2,2,0
S Aravind,VR Aaron,2,2,0
S Badree,RA Jadeja,2,2,1
S Badrinath,KW Richardson,2,2,0
S Dhawan,AM Nayar,2,2,0
S Dhawan,Gurkeerat Singh,2,2,0
S Dube,S Nadeem,2,2,0
S Dube,TA Boult,2,2,0
S Nadeem,AR Patel,2,2,0
S Narwal,T Thushara,2,2,1
SB Jakati,A Nehra,2,2,0
SB Joshi,YK Pathan,2,2,0
SB Styris,MM Patel,2,2,0
SB Wagh,SL Malinga,2,2,1
SC Ganguly,KP Appanna,2,2,0
SD Chitnis,DJ Harris,2,2,0
SD Chitnis,GD McGrath,2,2,0
SD Chitnis,MR Marsh,2,2,0
SE Marsh,DL Vettori,2,2,0
SE Marsh,K Santokie,2,2,1
SK Raina,LJ Wright,2,2,0
SK Trivedi,KA Pollard,2,2,0
SK Trivedi,R Rampaul,2,2,1
SK Warne,CH Gayle,2,2,0
SK Warne,Umar Gul,2,2,1
SM Curran,KA Pollard,2,2,0
SM Harwood,JA Morkel,2,2,0
SM Pollock,DNT Zoysa,2,2,0
SMSM Senanayake,AD Mathews,2,2,0
SMSM Senanayake,JA Morkel,2,2,0
SPD Smith,DR Smith,2,2,1
SPD Smith,Harmeet Singh,2,2,0
SPD Smith,JEC Franklin,2,2,0
SPD Smith,PV Tambe,2,2,0
SR Tendulkar,PC Valthaty,2,2,0
SS Iyer,BCJ Cutting,2,2,0
SS Iyer,I Udana,2,2,0
SS Tiwary,D Wiese,2,2,0
SS Tiwary,GD McGrath,2,2,0
SS Tiwary,SE Bond,2,2,0
STR Binny,AD Mathews,2,2,0
STR Binny,MP Stoinis,2,2,0
Sachin Baby,MJ McClenaghan,2,2,0
Shahid Afridi,VRV Singh,2,2,0
Shakib Al Hasan,JDS Neesham,2,2,0
Shakib Al Hasan,MA Starc,2,2,0
Shakib Al Hasan,S Kaushik,2,2,0
Shakib Al Hasan,SB Jakati,2,2,0
Shoaib Malik,JA Morkel,2,2,0
T Kohli,JA Morkel,2,2,0
T Taibu,R Vinay Kumar,2,2,0
T Taibu,VY Mahesh,2,2,0
TG Southee,L Ngidi,2,2,0
TM Dilshan,JEC Franklin,2,2,0
TM Dilshan,Kamran Khan,2,2,0
TM Head,S Nadeem,2,2,0
TR Birt,A Mishra,2,2,0
UBT Chand,SK Trivedi,2,2,0
UT Yadav,BA Stokes,2,2,0
V Kohli,DJ Hussey,2,2,0
V Sehwag,PC Valthaty,2,2,0
VY Mahesh,IK Pathan,2,2,0
Vishnu Vinod,CR Brathwaite,2,2,0
WA Mota,Harbhajan Singh,2,2,0
WD Parnell,BE Hendricks,2,2,1
WD Parnell,SW Tait,2,2,0
WP Saha,KK Cooper,2,2,0
WP Saha,PJ Cummins,2,2,0
WP Saha,VS Malik,2,2,0
WPUJC Vaas,RA Jadeja,2,2,0
Y Nagar,RP Singh,2,2,0
Y Venugopal Rao,IC Pandey,2,2,0
YK Pathan,Mohammad Asif,2,2,1
YK Pathan,Swapnil Singh,2,2,0
YV Takawale,RP Singh,2,2,0
A Kumble,JA Morkel,1,2,0
AT Carey,RD Chahar,1,2,0
BMAJ Mendis,DW Steyn,1,2,0
CL White,JO Holder,1,2,0
JA Morkel,SL Malinga,1,2,0
KB Arun Karthik,DJ Bravo,1,2,0
MM Sharma,NM Coulter-Nile,1,2,0
MS Dhoni,JDS Neesham,1,2,0
PC Valthaty,L Balaji,1,2,0
PD Collingwood,L Ablish,1,2,0
RA Jadeja,B Laughlin,1,2,0
S Badrinath,MA Khote,1,2,0
S Rana,Imran Tahir,1,2,0
SN Khan,NLTC Perera,1,2,0
Shubman Gill,S Lamichhane,1,2,1
Swapnil Singh,Kuldeep Yadav,1,2,0
ST Jayasuriya,DW Steyn,28,1,2
DJ Bravo,YA Abdulla,24,1,0
GH Vihari,Mohammed Shami,20,1,1
RJ Quiney,A Nehra,20,1,2
YK Pathan,MS Gony,20,1,0
PC Valthaty,SL Malinga,19,1,0
Niraj Patel,M Ntini,18,1,0
R Sharma,R Vinay Kumar,16,1,1
RA Jadeja,P Negi,16,1,0
RE Levi,DW Steyn,16,1,2
A Nehra,IK Pathan,15,1,1
P Kumar,DW Steyn,15,1,1
AB de Villiers,SW Tait,14,1,0
AJ Finch,R Vinay Kumar,14,1,1
C Munro,L Ngidi,14,1,0
CL White,Sohail Tanvir,14,1,0
HH Pandya,DW Steyn,14,1,0
MK Tiwary,RV Gomez,14,1,0
MM Ali,Mohammad Nabi,14,1,0
PA Reddy,IK Pathan,14,1,0
R Parag,Shivam Mavi,14,1,0
RP Singh,M Muralitharan,14,1,1
S Badree,JD Unadkat,14,1,1
SD Lad,Mohammed Shami,14,1,1
Yuvraj Singh,Shivam Sharma,14,1,1
DS Kulkarni,MA Starc,13,1,1
GC Smith,Harbhajan Singh,13,1,1
AA Jhunjhunwala,SL Malinga,12,1,1
AD Nath,IS Sodhi,12,1,1
AD Russell,CR Woakes,12,1,1
AG Paunikar,I Sharma,12,1,0
Azhar Mahmood,J Botha,12,1,0
C Munro,Rashid Khan,12,1,1
CL White,A Mishra,12,1,1
CL White,JH Kallis,12,1,1
DB Ravi Teja,DP Nannes,12,1,1
DS Kulkarni,S Sreesanth,12,1,0
DS Kulkarni,VRV Singh,12,1,0
JC Archer,K Rabada,12,1,2
JR Hopes,Harbhajan Singh,12,1,1
K Goel,A Kumble,12,1,0
KM Jadhav,JC Archer,12,1,1
LMP Simmons,LH Ferguson,12,1,0
MJ Lumb,DE Bollinger,12,1,0
MN Samuels,A Mishra,12,1,0
NV Ojha,AM Salvi,12,1,1
NV Ojha,P Awana,12,1,0
PC Valthaty,AB Dinda,12,1,2
S Nadeem,P Negi,12,1,2
SB Bangar,Kamran Khan,12,1,1
SK Raina,SM Harwood,12,1,0
SL Malinga,Imran Tahir,12,1,0
SR Watson,CRD Fernando,12,1,0
ST Jayasuriya,FH Edwards,12,1,0
UT Khawaja,A Mishra,12,1,1
V Kohli,Sohail Tanvir,12,1,1
PP Chawla,DJ Bravo,11,1,2
Pankaj Singh,IK Pathan,11,1,1
WD Parnell,SL Malinga,11,1,1
A Mishra,JJ Bumrah,10,1,1
AA Jhunjhunwala,P Kumar,10,1,1
AB Barath,PP Ojha,10,1,1
AB Dinda,SL Malinga,10,1,2
AC Blizzard,CH Gayle,10,1,0
AC Blizzard,IK Pathan,10,1,1
AD Mathews,JM Kemp,10,1,1
AM Rahane,B Lee,10,1,0
B Kumar,R Rampaul,10,1,0
B Kumar,RP Singh,10,1,2
BJ Hodge,Karanveer Singh,10,1,0
C Munro,RD Chahar,10,1,0
DPMD Jayawardene,M Morkel,10,1,0
DR Shorey,C de Grandhomme,10,1,1
HH Gibbs,DE Bollinger,10,1,0
JEC Franklin,AB Dinda,10,1,1
JH Kallis,Sohail Tanvir,10,1,0
KP Pietersen,DS Kulkarni,10,1,0
M Prasidh Krishna,M Markande,10,1,0
MC Henriques,TG Southee,10,1,1
MS Dhoni,CR Brathwaite,10,1,0
N Saini,DW Steyn,10,1,0
R Dravid,Umar Gul,10,1,0
R Shukla,MA Starc,10,1,1
RA Jadeja,YA Abdulla,10,1,1
RA Tripathi,KH Pandya,10,1,2
RS Gavaskar,JM Kemp,10,1,1
RV Uthappa,CH Gayle,10,1,0
S Badrinath,GB Hogg,10,1,1
S Sohal,T Thushara,10,1,1
SE Marsh,TA Boult,10,1,0
SK Raina,NA Saini,10,1,0
SK Trivedi,RP Singh,10,1,1
SS Shaikh,J Botha,10,1,0
STR Binny,S Gopal,10,1,1
Salman Butt,Sohail Tanvir,10,1,1
TL Suman,Ankit Sharma,10,1,0
TL Suman,Shakib Al Hasan,10,1,1
VVS Laxman,YK Pathan,10,1,0
VY Mahesh,MM Patel,10,1,1
Y Nagar,A Symonds,10,1,0
YBK Jaiswal,A Nortje,10,1,0
YS Chahal,LH Ferguson,10,1,0
Younis Khan,IK Pathan,10,1,1
Yuvraj Singh,T Thushara,10,1,0
Z Khan,HH Pandya,10,1,0
Z Khan,KV Sharma,10,1,1
AM Rahane,JC Archer,9,1,1
B Chipli,GD McGrath,9,1,1
DJ Hooda,R Ashwin,9,1,1
MR Marsh,RJ Harris,9,1,1
NS Naik,S Lamichhane,9,1,1
R Dravid,SR Watson,9,1,1
RA Jadeja,ST Jayasuriya,9,1,1
RP Singh,SL Malinga,9,1,1
A Flintoff,Z Khan,8,1,0
AA Bilakhia,M Muralitharan,8,1,0
AB Agarkar,A Mishra,8,1,0
AB Agarkar,R Ashwin,8,1,1
AB Barath,DL Vettori,8,1,0
AC Blizzard,YK Pathan,8,1,0
AD Mathews,KP Appanna,8,1,1
AP Majumdar,SP Narine,8,1,0
Anureet Singh,MM Sharma,8,1,1
B Akhil,DS Kulkarni,8,1,0
B Chipli,AG Murtaza,8,1,1
B Sumanth,DE Bollinger,8,1,1
BB Sran,S Kaul,8,1,1
CA Lynn,S Aravind,8,1,0
CH Gayle,AS Rajpoot,8,1,0
CH Gayle,J Yadav,8,1,0
CH Morris,PP Ojha,8,1,0
CJ Anderson,PJ Sangwan,8,1,0
CJ Ferguson,P Kumar,8,1,0
CK Langeveldt,PP Chawla,8,1,0
CL White,AN Ahmed,8,1,0
DJ Bravo,Joginder Sharma,8,1,2
DJ Jacobs,AB Dinda,8,1,0
DJ Thornely,AB Agarkar,8,1,0
DPMD Jayawardene,S Sreesanth,8,1,0
DR Smith,BA Stokes,8,1,0
DR Smith,KC Cariappa,8,1,0
EJG Morgan,PP Ojha,8,1,0
GJ Bailey,AR Patel,8,1,1
H Klaasen,Kuldeep Yadav,8,1,0
HM Amla,Mohammed Shami,8,1,0
Harbhajan Singh,AD Mathews,8,1,1
Harbhajan Singh,S Kaul,8,1,0
Ishan Kishan,GC Viljoen,8,1,0
J Botha,MM Sharma,8,1,0
J Suchith,Harbhajan Singh,8,1,0
JD Ryder,YK Pathan,8,1,2
JDS Neesham,SP Narine,8,1,0
JEC Franklin,J Syed Mohammad,8,1,0
JM Kemp,DP Nannes,8,1,1
Jaskaran Singh,Harbhajan Singh,8,1,1
K Goel,A Singh,8,1,1
K Goel,RE van der Merwe,8,1,1
K Rabada,T Natarajan,8,1,1
KA Pollard,DL Vettori,8,1,1
KAJ Roach,Z Khan,8,1,1
KK Nair,SL Malinga,8,1,0
KM Jadhav,KK Ahmed,8,1,0
KM Jadhav,NA Saini,8,1,0
KP Pietersen,KK Cooper,8,1,0
KS Williamson,P Kumar,8,1,1
Kuldeep Yadav,TA Boult,8,1,0
LA Carseldine,A Kumble,8,1,1
LJ Wright,CH Morris,8,1,0
LRPL Taylor,R Vinay Kumar,8,1,1
M Kaif,CRD Fernando,8,1,0
M Manhas,BJ Hodge,8,1,1
M Rawat,JR Hopes,8,1,0
MA Agarwal,BW Hilfenhaus,8,1,0
MA Agarwal,MN Samuels,8,1,1
MEK Hussey,BE Hendricks,8,1,0
MJ Clarke,MM Patel,8,1,0
MJ McClenaghan,SN Thakur,8,1,1
MK Pandey,CL White,8,1,0
MK Tiwary,AD Mascarenhas,8,1,0
MN Samuels,Harbhajan Singh,8,1,0
MS Gony,J Theron,8,1,1
MS Gony,RA Jadeja,8,1,1
Mandeep Singh,A Chandila,8,1,1
Mohammad Hafeez,PP Ojha,8,1,1
Mohammed Siraj,V Shankar,8,1,1
N Rana,SM Curran,8,1,0
NLTC Perera,Iqbal Abdulla,8,1,0
NV Ojha,R Sharma,8,1,0
NV Ojha,V Pratap Singh,8,1,1
Niraj Patel,R Vinay Kumar,8,1,0
P Kumar,MS Gony,8,1,1
P Simran Singh,SP Narine,8,1,0
PA Patel,BMAJ Mendis,8,1,1
PA Patel,PM Sarvesh Kumar,8,1,1
PC Valthaty,A Nehra,8,1,0
PC Valthaty,UT Yadav,8,1,0
PV Tambe,IK Pathan,8,1,1
PV Tambe,S Aravind,8,1,0
R Bhatia,JA Morkel,8,1,1
R Bhatia,JP Duminy,8,1,0
R Dhawan,Azhar Mahmood,8,1,1
R Dravid,JE Taylor,8,1,0
R Vinay Kumar,Harbhajan Singh,8,1,1
RA Jadeja,S Dube,8,1,0
RA Jadeja,SW Tait,8,1,0
RA Tripathi,JC Archer,8,1,0
RE van der Merwe,M Muralitharan,8,1,0
RJ Peterson,A Ashish Reddy,8,1,0
RK Bhui,KMA Paul,8,1,1
RN ten Doeschate,SK Raina,8,1,0
RR Sarwan,A Kumble,8,1,0
Rashid Khan,NA Saini,8,1,1
Ravi Bishnoi,JL Pattinson,8,1,0
S Anirudha,Harbhajan Singh,8,1,1
S Dhawan,JW Hastings,8,1,0
S Dhawan,S Kaul,8,1,1
S Dhawan,WPUJC Vaas,8,1,0
S Dube,A Nortje,8,1,0
S Nadeem,JJ Bumrah,8,1,0
SC Ganguly,SK Raina,8,1,0
SK Warne,GD McGrath,8,1,0
SK Warne,JDP Oram,8,1,0
SM Katich,SM Harwood,8,1,0
SP Narine,MJ Santner,8,1,2
SR Tendulkar,VS Malik,8,1,1
SR Watson,HF Gurney,8,1,1
STR Binny,KP Appanna,8,1,0
SV Samson,AD Mathews,8,1,1
SV Samson,RJ Harris,8,1,0
SW Billings,B Kumar,8,1,0
SW Billings,MP Stoinis,8,1,1
SW Billings,S Lamichhane,8,1,0
Sandeep Sharma,MM Sharma,8,1,0
TS Mills,C de Grandhomme,8,1,1
UBT Chand,JJ Bumrah,8,1,0
V Kohli,A Flintoff,8,1,0
V Sehwag,STR Binny,8,1,0
V Shankar,PJ Cummins,8,1,1
VY Mahesh,LR Shukla,8,1,1
WD Parnell,RA Jadeja,8,1,1
WP Saha,Rashid Khan,8,1,1
Y Nagar,M Muralitharan,8,1,0
Y Nagar,RJ Harris,8,1,1
Y Venugopal Rao,R McLaren,8,1,0
YK Pathan,AM Salvi,8,1,0
YK Pathan,S Nadeem,8,1,0
YS Chahal,Imran Tahir,8,1,1
YS Chahal,M Ashwin,8,1,1
Yuvraj Singh,DJG Sammy,8,1,0
Yuvraj Singh,P Suyal,8,1,0
Z Khan,SC Ganguly,8,1,1
AD Hales,DL Chahar,7,1,1
CH Gayle,KV Sharma,7,1,2
EJG Morgan,Mohammed Siraj,7,1,0
HH Pandya,A Nehra,7,1,1
Harbhajan Singh,WD Parnell,7,1,1
KK Nair,HH Pandya,7,1,2
KL Nagarkoti,M Ashwin,7,1,1
KMA Paul,DJ Bravo,7,1,1
KP Pietersen,Shakib Al Hasan,7,1,1
KW Richardson,MG Johnson,7,1,1
L Balaji,R Vinay Kumar,7,1,1
ML Hayden,SE Bond,7,1,0
N Rana,B Stanlake,7,1,1
N Rana,Mohammad Nabi,7,1,0
NLTC Perera,A Nehra,7,1,2
NV Ojha,BW Hilfenhaus,7,1,1
PK Garg,Arshdeep Singh,7,1,2
RP Singh,SK Trivedi,7,1,2
RS Bopara,DJ Bravo,7,1,2
S Chanderpaul,SR Watson,7,1,1
SR Watson,Pankaj Singh,7,1,0
SR Watson,Umar Gul,7,1,1
Vishnu Vinod,Sandeep Sharma,7,1,1
A Kumble,CRD Fernando,6,1,0
A Kumble,R McLaren,6,1,0
A Mishra,GB Hogg,6,1,1
A Mishra,I Sharma,6,1,0
A Mishra,Imran Tahir,6,1,1
A Mishra,KK Ahmed,6,1,1
A Nehra,S Sreesanth,6,1,0
A Nortje,T Natarajan,6,1,1
A Symonds,CK Langeveldt,6,1,0
A Symonds,J Theron,6,1,1
A Symonds,JM Kemp,6,1,0
AA Bilakhia,DL Vettori,6,1,1
AA Bilakhia,SK Warne,6,1,1
AB Agarkar,ST Jayasuriya,6,1,1
AB de Villiers,A Zampa,6,1,1
AC Blizzard,I Sharma,6,1,0
AC Gilchrist,VR Aaron,6,1,1
AC Voges,MF Maharoof,6,1,1
AD Mathews,Mohammed Siraj,6,1,0
AD Mathews,RN ten Doeschate,6,1,0
AD Nath,YS Chahal,6,1,1
AD Russell,A Ashish Reddy,6,1,0
AD Russell,JL Pattinson,6,1,0
