bowler,batsman,inning,is_wicket,batsman_runs
BB Sran,MJ Guptill,10,0,8
BB Sran,M Vijay,16,0,10
P Kumar,SK Warne,1,0,1
P Kumar,S Badrinath,18,0,7
BB Sran,KS Williamson,14,0,4
BB Sran,KM Jadhav,2,0,2
P Kumar,S Sohal,3,0,6
P Kumar,SA Abbott,5,0,12
BB Sran,KL Rahul,12,0,13
P Kumar,SA Yadav,9,0,2
BB Sran,KK Nair,38,0,37
P Kumar,SB Styris,7,0,6
P Kumar,SE Marsh,42,0,16
BB Sran,KA Pollard,10,0,9
P Kumar,JP Duminy,20,0,9
P Kumar,JH Kallis,26,0,5
P Kumar,JDP Oram,4,0,9
BCJ Cutting,MP Stoinis,2,0,2
P Awana,S Dhawan,15,0,20
P Awana,SC Ganguly,4,0,8
BCJ Cutting,RA Jadeja,1,0,1
P Awana,SP Narine,4,0,1
P Awana,SPD Smith,7,0,10
P Awana,SR Tendulkar,12,0,8
BCJ Cutting,PA Patel,2,0,1
BCJ Cutting,P Kumar,2,0,2
P Awana,Shakib Al Hasan,4,0,5
P Awana,UBT Chand,12,0,6
BCJ Cutting,N Rana,16,0,4
BCJ Cutting,MK Pandey,18,0,25
BCJ Cutting,RR Pant,12,0,24
P Awana,YK Pathan,14,0,11
P Awana,Yuvraj Singh,9,0,13
P Dubey,Ishan Kishan,28,0,28
P Dubey,JO Holder,8,0,3
P Dubey,KS Williamson,16,0,11
P Dubey,Q de Kock,8,0,8
P Dubey,RG Sharma,22,0,17
P Dubey,SA Yadav,14,0,5
P Kumar,A Ashish Reddy,8,0,6
P Kumar,A Flintoff,2,0,2
P Kumar,A Symonds,23,0,20
P Awana,S Badrinath,4,0,5
BCJ Cutting,S Dhawan,10,0,11
P Kumar,JC Buttler,18,0,9
P Awana,MK Pandey,33,0,35
BCJ Cutting,YK Pathan,22,0,13
BCJ Cutting,WP Saha,9,0,11
BCJ Cutting,V Shankar,13,0,23
P Awana,KP Pietersen,11,0,10
BCJ Cutting,V Kohli,20,0,11
BCJ Cutting,TM Head,4,0,2
P Awana,M Manhas,2,0,1
P Awana,M Vijay,6,0,4
BCJ Cutting,TK Curran,12,0,6
P Awana,MC Henriques,1,0,0
P Awana,MEK Hussey,25,0,24
BCJ Cutting,Sachin Baby,4,0,1
P Awana,R Dravid,14,0,10
P Awana,MM Sharma,2,0,1
BCJ Cutting,STR Binny,6,0,7
BCJ Cutting,SS Iyer,2,0,2
P Awana,NLTC Perera,11,0,11
P Awana,NV Ojha,12,0,1
BCJ Cutting,SR Watson,10,0,7
P Awana,PA Reddy,8,0,4
BCJ Cutting,SK Raina,2,0,5
P Awana,R Ashwin,2,0,1
BCJ Cutting,SA Yadav,8,0,6
P Awana,R Dhawan,14,0,11
P Kumar,AA Bilakhia,13,0,12
BCJ Cutting,MA Agarwal,14,0,21
P Kumar,AB Agarkar,10,0,7
P Kumar,FH Edwards,2,0,3
P Kumar,DB Ravi Teja,15,0,15
BCJ Cutting,Gurkeerat Singh,1,0,1
P Kumar,DJ Harris,12,0,2
P Kumar,DJ Hussey,7,0,17
P Kumar,DJ Jacobs,6,0,8
P Kumar,DJ Thornely,3,0,0
P Kumar,DL Vettori,1,0,3
BCJ Cutting,DJ Hooda,20,0,14
P Kumar,DW Steyn,3,0,1
P Kumar,EJG Morgan,32,0,20
P Kumar,F du Plessis,51,0,31
BCJ Cutting,DJ Bravo,3,0,5
P Kumar,AB McDonald,9,0,9
P Kumar,GH Vihari,20,0,8
P Kumar,GJ Bailey,21,0,15
BCJ Cutting,Basil Thampi,4,0,11
BCJ Cutting,BB McCullum,4,0,6
BCJ Cutting,B Stanlake,4,0,5
BCJ Cutting,Abhishek Sharma,2,0,1
BCJ Cutting,AT Rayudu,5,0,8
P Kumar,Iqbal Abdulla,4,0,2
P Kumar,J Botha,2,0,3
P Kumar,J Theron,2,0,0
BCJ Cutting,AR Patel,4,0,2
P Kumar,DB Das,4,0,2
BCJ Cutting,HM Amla,3,0,5
P Kumar,CM Gautam,6,0,6
P Kumar,CL White,6,0,11
P Kumar,AB de Villiers,41,0,52
BCJ Cutting,KP Pietersen,6,0,3
P Kumar,AC Gilchrist,23,0,20
P Kumar,AD Mathews,5,0,9
P Kumar,AJ Finch,11,0,8
BCJ Cutting,KM Jadhav,10,0,8
P Kumar,AP Tare,9,0,5
BCJ Cutting,KK Nair,4,0,13
P Kumar,AT Rayudu,57,0,40
P Kumar,Anirudh Singh,8,0,11
P Kumar,Ankit Sharma,4,0,9
BCJ Cutting,KH Pandya,12,0,15
P Kumar,B Chipli,3,0,1
P Kumar,B Lee,1,0,1
BCJ Cutting,KD Karthik,15,0,8
P Kumar,BJ Hodge,22,0,12
P Kumar,BJ Rohrer,6,0,3
P Kumar,Bipul Sharma,10,0,11
P Kumar,CA Lynn,12,0,8
P Kumar,CA Pujara,18,0,7
BCJ Cutting,Imran Tahir,8,0,4
P Kumar,CH Morris,16,0,23
P Kumar,CJ Ferguson,8,0,1
BB Sran,CA Lynn,15,0,38
BB Sran,BB McCullum,18,0,23
PJ Cummins,LMP Simmons,7,0,14
PC Valthaty,G Gambhir,10,0,7
P Suyal,Yuvraj Singh,8,0,1
PC Valthaty,A Mithun,6,0,3
PC Valthaty,AB de Villiers,20,0,14
PC Valthaty,AL Menaria,16,0,15
PC Valthaty,AM Rahane,4,0,11
BAW Mendis,AT Rayudu,4,0,2
PC Valthaty,BJ Hodge,2,0,5
PC Valthaty,CJ Ferguson,8,0,2
PC Valthaty,DA Warner,14,0,20
BAW Mendis,AD Mascarenhas,7,0,3
BAW Mendis,AB de Villiers,4,0,6
BA Stokes,Yuvraj Singh,20,0,13
BAW Mendis,CH Gayle,5,0,2
PC Valthaty,JJ van der Wath,6,0,3
PC Valthaty,JP Duminy,9,0,8
PC Valthaty,JR Hopes,10,0,6
PC Valthaty,KA Pollard,4,0,8
PC Valthaty,KB Arun Karthik,4,0,2
PC Valthaty,M Kaif,4,0,1
PC Valthaty,MK Pandey,8,0,4
PC Valthaty,MK Tiwary,14,0,6
PC Valthaty,MR Marsh,2,0,1
BA Stokes,YS Chahal,4,0,1
PC Valthaty,S Sriram,10,0,4
P Suyal,V Sehwag,8,0,10
P Suyal,SV Samson,14,0,11
PC Valthaty,STR Binny,8,0,4
P Suyal,AM Rahane,12,0,8
P Sahu,KD Karthik,16,0,13
P Sahu,KP Pietersen,1,0,0
P Sahu,MK Pandey,12,0,5
P Sahu,P Negi,2,0,6
P Sahu,PA Patel,8,0,18
P Sahu,Q de Kock,18,0,10
P Sahu,RA Jadeja,10,0,4
BAW Mendis,DJ Bravo,3,0,2
P Sahu,SPD Smith,10,0,11
P Sahu,SV Samson,12,0,10
P Sahu,Shakib Al Hasan,6,0,1
P Suyal,BB McCullum,12,0,9
P Suyal,SPD Smith,22,0,19
P Suyal,CH Gayle,14,0,21
BAW Mendis,DA Miller,16,0,15
P Suyal,DR Smith,18,0,11
P Suyal,GJ Bailey,5,0,10
P Suyal,JP Faulkner,6,0,4
P Suyal,M Vijay,10,0,2
P Suyal,MEK Hussey,18,0,10
P Suyal,MG Johnson,2,0,1
P Suyal,PA Patel,16,0,10
P Suyal,R Ashwin,2,0,0
P Suyal,SK Raina,8,0,4
PC Valthaty,SR Tendulkar,2,0,2
PC Valthaty,V Sehwag,2,0,2
P Kumar,Z Khan,5,0,16
PJ Cummins,Harbhajan Singh,1,0,1
PJ Cummins,D Padikkal,27,0,19
PJ Cummins,DA Miller,16,0,3
PJ Cummins,DA Warner,18,0,14
PJ Cummins,DJ Bravo,3,0,4
PJ Cummins,DL Chahar,8,0,13
BA Stokes,SV Samson,11,0,15
PJ Cummins,DT Christian,2,0,1
BA Stokes,STR Binny,4,0,5
BA Stokes,SS Iyer,14,0,20
PJ Cummins,G Gambhir,26,0,17
PJ Cummins,HH Pandya,28,0,50
PJ Cummins,Iqbal Abdulla,3,0,3
PJ Cummins,CH Gayle,22,0,9
PJ Cummins,JC Buttler,16,0,13
BA Stokes,SP Jackson,2,0,1
PJ Cummins,JP Faulkner,5,0,11
BA Stokes,SN Khan,7,0,12
BA Stokes,SM Curran,2,0,7
PJ Cummins,KC Cariappa,2,0,1
BA Stokes,SK Raina,30,0,35
PJ Cummins,KH Pandya,5,0,5
PJ Cummins,KL Rahul,48,0,29
PJ Cummins,KM Jadhav,6,0,4
PJ Cummins,KS Williamson,23,0,27
PJ Cummins,CR Woakes,2,0,1
PJ Cummins,BB McCullum,23,0,54
PC Valthaty,Y Venugopal Rao,12,0,14
PD Collingwood,SC Ganguly,8,0,14
PC Valthaty,Yuvraj Singh,8,0,10
PD Collingwood,A Symonds,8,0,15
PD Collingwood,AB Barath,2,0,1
PD Collingwood,AT Rayudu,8,0,6
PD Collingwood,B Sumanth,3,0,2
PD Collingwood,CH Gayle,5,0,4
BA Stokes,WP Saha,11,0,11
PD Collingwood,JP Duminy,2,0,2
BA Stokes,V Shankar,18,0,10
PD Collingwood,MR Marsh,4,0,4
PD Collingwood,P Dogra,8,0,5
PD Collingwood,SR Tendulkar,2,0,1
PJ Cummins,Abdul Samad,8,0,8
PD Collingwood,SS Tiwary,12,0,18
PD Collingwood,SW Tait,2,0,1
PD Collingwood,WP Saha,2,0,1
BA Stokes,UT Yadav,2,0,2
PD Collingwood,Yuvraj Singh,18,0,4
BA Stokes,TG Southee,3,0,7
PJ Cummins,AB de Villiers,6,0,17
PJ Cummins,AJ Finch,45,0,37
BA Stokes,Shubman Gill,14,0,5
PJ Cummins,AR Patel,4,0,2
BA Stokes,Shakib Al Hasan,2,0,1
P Sahu,JC Buttler,3,0,8
P Sahu,Ishan Kishan,8,0,6
BAW Mendis,DPMD Jayawardene,1,0,1
P Negi,MEK Hussey,1,0,1
BAW Mendis,SS Tiwary,14,0,16
P Negi,JH Kallis,13,0,6
P Negi,KA Pollard,42,0,41
P Negi,KD Karthik,16,0,8
P Negi,KK Nair,10,0,6
P Negi,KL Rahul,12,0,4
P Negi,KV Sharma,2,0,1
P Negi,Kuldeep Yadav,2,0,1
P Negi,LMP Simmons,17,0,21
P Negi,M Vijay,12,0,15
BAW Mendis,SK Raina,8,0,21
BAW Mendis,S Sriram,18,0,5
P Negi,Ishan Kishan,8,0,13
P Negi,MK Tiwary,9,0,7
P Negi,MS Dhoni,43,0,36
BAW Mendis,S Dhawan,5,0,6
BAW Mendis,RV Uthappa,16,0,22
P Negi,N Saini,5,0,6
BAW Mendis,RG Sharma,22,0,10
P Negi,NV Ojha,14,0,11
P Negi,OA Shah,1,0,0
P Negi,PA Patel,18,0,23
P Negi,PP Chawla,1,0,1
BAW Mendis,RA Jadeja,9,0,8
BAW Mendis,ST Jayasuriya,5,0,11
P Negi,HM Amla,4,0,2
P Sahu,F du Plessis,14,0,19
P Negi,CH Gayle,10,0,31
BB Sran,AR Patel,2,0,2
P Negi,AB de Villiers,10,0,13
P Negi,AD Russell,18,0,11
BB Sran,AJ Finch,16,0,26
BB Sran,AD Nath,3,0,2
P Negi,AR Patel,4,0,3
P Negi,AT Rayudu,28,0,22
P Negi,Azhar Mahmood,2,0,2
BB Sran,A Mishra,4,0,1
BAW Mendis,Yuvraj Singh,6,0,6
P Negi,CA Ingram,16,0,13
P Negi,CR Woakes,11,0,10
P Negi,HH Pandya,24,0,39
BAW Mendis,V Sehwag,20,0,9
P Negi,DA Warner,6,0,8
P Negi,DJ Hooda,14,0,11
P Negi,DJ Hussey,5,0,7
P Negi,DJG Sammy,2,0,0
P Negi,DR Smith,4,0,1
P Negi,EJG Morgan,3,0,7
P Negi,G Gambhir,12,0,7
P Negi,GJ Bailey,3,0,7
P Negi,GJ Maxwell,33,0,36
BAW Mendis,V Kohli,1,0,1
P Negi,Q de Kock,4,0,1
P Negi,R Dhawan,6,0,6
P Negi,R Dravid,27,0,19
P Parameswaran,SW Tait,2,0,5
P Parameswaran,KC Sangakkara,7,0,12
P Parameswaran,KD Karthik,12,0,11
P Parameswaran,LRPL Taylor,14,0,15
BAW Mendis,JD Ryder,8,0,2
P Parameswaran,NV Ojha,9,0,11
P Parameswaran,P Negi,4,0,1
P Parameswaran,PR Shah,1,0,1
P Parameswaran,S Dhawan,14,0,28
P Parameswaran,SE Marsh,14,0,11
P Parameswaran,SK Warne,5,0,1
BAW Mendis,JA Morkel,2,0,2
P Parameswaran,TM Dilshan,6,0,2
P Negi,RA Jadeja,16,0,1
P Parameswaran,TR Birt,4,0,9
BAW Mendis,GJ Maxwell,4,0,2
P Parameswaran,V Kohli,8,0,5
BAW Mendis,GJ Bailey,4,0,5
P Parameswaran,Y Nagar,3,0,1
P Parameswaran,YK Pathan,12,0,9
P Prasanth,SR Watson,6,0,18
P Ray Barman,DA Warner,9,0,15
P Ray Barman,JM Bairstow,15,0,41
BAW Mendis,G Gambhir,10,0,6
P Sahu,AT Rayudu,7,0,9
P Parameswaran,JP Duminy,12,0,10
P Parameswaran,JH Kallis,16,0,7
P Parameswaran,IK Pathan,1,0,1
P Parameswaran,EJG Morgan,20,0,5
BAW Mendis,Mandeep Singh,22,0,15
BAW Mendis,MV Boucher,4,0,0
P Negi,S Dhawan,29,0,26
BAW Mendis,MS Dhoni,10,0,10
BAW Mendis,MF Maharoof,4,0,2
BAW Mendis,M Vohra,8,0,8
BAW Mendis,LRPL Taylor,18,0,15
P Negi,SN Khan,4,0,3
P Negi,SPD Smith,19,0,14
P Negi,SS Iyer,38,0,27
P Negi,SV Samson,12,0,14
P Negi,Shakib Al Hasan,1,0,0
P Negi,Shubman Gill,2,0,1
P Negi,V Kohli,52,0,45
BAW Mendis,KD Karthik,22,0,2
BAW Mendis,KC Sangakkara,6,0,4
P Negi,Z Khan,4,0,2
BAW Mendis,JR Hopes,2,0,2
P Parameswaran,AL Menaria,10,0,10
P Parameswaran,CH Gayle,14,0,36
BAW Mendis,JP Duminy,3,0,3
P Parameswaran,DJ Harris,3,0,2
BAW Mendis,JH Kallis,18,0,9
MP Stoinis,Shivam Mavi,6,0,1
MP Stoinis,Sachin Baby,3,0,4
C de Grandhomme,SPD Smith,4,0,7
M Morkel,CL White,16,0,14
CRD Fernando,LPC Silva,6,0,6
M Morkel,Ankit Sharma,1,0,1
M Morkel,Anureet Singh,1,0,0
CRD Fernando,LA Pomersbach,11,0,13
CRD Fernando,KP Pietersen,6,0,2
M Morkel,B Chipli,3,0,3
CRD Fernando,JH Kallis,20,0,11
M Morkel,Bipul Sharma,5,0,13
CRD Fernando,DNT Zoysa,8,0,9
M Morkel,CH Morris,2,0,2
CRD Fernando,DJ Hussey,4,0,1
CRD Fernando,DB Ravi Teja,4,0,7
M Morkel,AP Tare,12,0,8
M Morkel,DA Miller,15,0,6
CRD Fernando,DB Das,5,0,9
M Morkel,DB Das,13,0,11
M Morkel,DB Ravi Teja,2,0,0
M Morkel,DJ Bravo,3,0,3
M Morkel,DJ Hooda,2,0,2
CRD Fernando,CL White,4,0,0
CRD Fernando,BB McCullum,28,0,13
M Morkel,DL Vettori,4,0,1
M Morkel,DPMD Jayawardene,10,0,1
M Morkel,DR Smith,4,0,5
M Morkel,AR Patel,10,0,9
M Morkel,AN Ahmed,4,0,5
M Morkel,EJG Morgan,5,0,10
M Markande,Washington Sundar,8,0,5
M Markande,RR Pant,26,0,37
CRD Fernando,R Dravid,7,0,2
M Markande,Rashid Khan,4,0,1
CRD Fernando,PJ Sangwan,6,0,4
M Markande,S Kaul,5,0,2
M Markande,SK Raina,8,0,13
M Markande,SPD Smith,16,0,13
CRD Fernando,Niraj Patel,18,0,16
M Markande,SV Samson,24,0,22
M Markande,TK Curran,4,0,5
M Markande,V Kohli,47,0,31
M Markande,YK Pathan,4,0,6
CRD Fernando,LR Shukla,9,0,17
M Markande,Yuvraj Singh,4,0,1
CRD Fernando,MS Dhoni,6,0,3
CRD Fernando,ML Hayden,7,0,2
M Morkel,A Symonds,28,0,12
M Morkel,AA Chavan,4,0,5
M Morkel,AB de Villiers,27,0,22
M Morkel,AC Blizzard,13,0,29
CRD Fernando,M Kaif,8,0,1
M Morkel,AD Mathews,7,0,16
M Morkel,AG Paunikar,6,0,0
M Morkel,AM Nayar,4,0,4
M Morkel,DT Christian,4,0,2
CRD Fernando,AB McDonald,12,0,6
M Markande,R Parag,4,0,4
CR Woakes,P Negi,1,0,1
CR Woakes,R Tewatia,9,0,18
CR Woakes,R Ashwin,4,0,6
M Morkel,PP Ojha,4,0,1
CR Woakes,PJ Cummins,1,0,1
M Morkel,R Bhatia,10,0,10
M Morkel,R Dhawan,4,0,7
CR Woakes,PA Patel,16,0,2
M Morkel,R Sathish,4,0,10
M Morkel,R Vinay Kumar,12,0,8
M Morkel,RA Jadeja,14,0,12
M Morkel,RE van der Merwe,4,0,6
M Morkel,RJ Harris,2,0,3
M Morkel,P Awana,2,0,1
CR Woakes,NV Ojha,12,0,7
CR Woakes,N Rana,12,0,8
CR Woakes,Mohammed Shami,1,0,0
CR Woakes,Mandeep Singh,7,0,13
M Morkel,S Badrinath,13,0,6
M Morkel,S Narwal,7,0,3
M Morkel,S Sohal,9,0,16
M Morkel,SB Jakati,2,0,1
M Morkel,SD Chitnis,3,0,0
M Morkel,SK Raina,39,0,32
M Morkel,SL Malinga,14,0,4
M Morkel,PA Patel,47,0,32
CR Woakes,RG Sharma,4,0,6
CRD Fernando,A Kumble,6,0,1
M Morkel,KK Nair,5,0,2
CR Woakes,Washington Sundar,4,0,0
CR Woakes,WP Saha,9,0,5
M Morkel,HV Patel,4,0,3
M Morkel,J Botha,22,0,6
M Morkel,JA Morkel,3,0,2
CR Woakes,V Kohli,1,0,1
CR Woakes,TS Mills,2,0,1
CR Woakes,TM Head,8,0,12
M Morkel,KA Pollard,15,0,11
CR Woakes,SW Billings,3,0,3
CR Woakes,SV Samson,18,0,40
M Morkel,KL Rahul,7,0,8
M Morkel,NLTC Perera,2,0,1
M Morkel,LJ Wright,14,0,21
CR Woakes,SS Iyer,11,0,12
M Morkel,LRPL Taylor,10,0,3
CR Woakes,SP Narine,14,0,20
CR Woakes,SK Raina,28,0,41
M Morkel,MC Henriques,9,0,4
M Morkel,MEK Hussey,56,0,30
M Morkel,MK Pandey,16,0,19
M Morkel,MM Patel,1,0,0
CR Woakes,S Aravind,6,0,4
CR Woakes,RR Pant,12,0,25
M Markande,RA Jadeja,12,0,3
A Ashish Reddy,AC Thomas,8,0,10
M Vijay,NV Ojha,3,0,3
M Kartik,P Kumar,2,0,0
CV Varun,HH Pandya,4,0,1
M Kartik,MK Tiwary,24,0,7
M Kartik,ML Hayden,20,0,12
M Kartik,MR Marsh,12,0,3
CV Varun,Gurkeerat Singh,20,0,14
M Kartik,MS Dhoni,55,0,46
M Kartik,Mandeep Singh,16,0,12
M Kartik,NLTC Perera,6,0,8
M Kartik,NV Ojha,5,0,1
M Kartik,OA Shah,6,0,1
CV Varun,D Padikkal,8,0,8
M Kartik,P Negi,8,0,5
M Kartik,M Vijay,33,0,22
M Kartik,PA Patel,5,0,6
M Kartik,PA Reddy,14,0,9
M Kartik,PD Collingwood,10,0,6
CV Varun,CH Gayle,10,0,15
M Kartik,R Sathish,21,0,17
M Kartik,RA Jadeja,14,0,16
CV Varun,CA Lynn,1,0,1
CV Varun,Abdul Samad,6,0,5
M Kartik,RJ Peterson,3,0,5
CV Varun,AT Rayudu,20,0,12
CV Varun,AJ Finch,17,0,15
M Kartik,MD Mishra,8,0,9
M Kartik,LRPL Taylor,60,0,44
CV Varun,AB de Villiers,3,0,1
CV Varun,MA Agarwal,16,0,10
M Kartik,BJ Hodge,30,0,34
M Kartik,BJ Rohrer,18,0,6
M Kartik,CL White,12,0,17
M Kartik,DA Miller,14,0,13
M Kartik,DA Warner,20,0,22
M Kartik,DH Yagnik,2,0,4
CV Varun,N Pooran,8,0,5
CV Varun,Mandeep Singh,24,0,13
M Kartik,DPMD Jayawardene,46,0,31
CV Varun,MK Pandey,16,0,15
M Kartik,FY Fazal,3,0,3
CV Varun,KS Williamson,2,0,1
M Kartik,KP Pietersen,24,0,12
CV Varun,KM Jadhav,6,0,0
M Kartik,GR Napier,5,0,2
CV Varun,K Rabada,10,0,7
M Kartik,IK Pathan,4,0,2
M Kartik,J Botha,4,0,2
M Kartik,JD Ryder,10,0,3
M Kartik,JEC Franklin,12,0,8
CV Varun,JD Unadkat,10,0,5
M Kartik,JP Duminy,12,0,9
M Kartik,KA Pollard,14,0,5
M Kartik,KM Jadhav,6,0,3
M Kartik,S Badrinath,69,0,64
M Kartik,SA Yadav,2,0,0
M Markande,N Rana,24,0,17
M Markande,GJ Maxwell,8,0,13
M Markande,AJ Finch,14,0,8
M Markande,AM Rahane,6,0,3
M Markande,AR Patel,3,0,8
CRD Fernando,SE Marsh,8,0,17
M Markande,BA Stokes,12,0,10
M Markande,BB McCullum,7,0,13
CRD Fernando,SC Ganguly,12,0,12
M Markande,CH Gayle,6,0,13
M Markande,CR Woakes,2,0,1
M Markande,DJ Bravo,8,0,7
M Markande,DJ Hooda,8,0,6
M Markande,JC Buttler,22,0,19
M Markande,AB de Villiers,16,0,8
M Markande,JJ Roy,10,0,10
M Markande,KD Karthik,10,0,6
M Markande,KK Nair,3,0,2
M Markande,KM Jadhav,14,0,11
M Markande,KS Williamson,2,0,1
M Markande,Kuldeep Yadav,10,0,3
M Markande,M Prasidh Krishna,10,0,1
CRD Fernando,RT Ponting,4,0,6
M Markande,MA Agarwal,10,0,9
CRD Fernando,RA Jadeja,8,0,5
M Markande,Mandeep Singh,10,0,3
M Markande,AD Russell,10,0,6
M Manhas,V Kohli,4,0,6
CRD Fernando,Yuvraj Singh,3,0,5
M Kartik,TL Suman,14,0,5
M Kartik,SB Styris,3,0,5
M Kartik,SK Raina,28,0,25
M Kartik,SK Warne,1,0,1
M Kartik,SP Goswami,28,0,12
M Kartik,SPD Smith,16,0,11
M Kartik,SR Watson,78,0,94
CRD Fernando,Y Venugopal Rao,24,0,13
M Kartik,STR Binny,10,0,23
M Kartik,SV Samson,28,0,41
CRD Fernando,V Sehwag,14,0,9
M Kartik,T Kohli,2,0,1
M Kartik,TM Dilshan,24,0,8
M Manhas,R McLaren,7,0,8
M Kartik,UBT Chand,24,0,12
CRD Fernando,V Kohli,28,0,23
CRD Fernando,SR Watson,12,0,1
M Kartik,Y Nagar,4,0,2
M Kartik,Y Venugopal Rao,26,0,27
CRD Fernando,SK Raina,5,0,8
M Kartik,Yuvraj Singh,28,0,19
M Manhas,CH Gayle,2,0,3
M Manhas,JP Duminy,18,0,8
M Manhas,KC Sangakkara,18,0,11
M Manhas,PP Chawla,11,0,6
M Morkel,SP Goswami,13,0,15
M Morkel,SPD Smith,7,0,14
CR Woakes,M Vohra,5,0,9
M Ntini,V Sehwag,20,0,12
M Ntini,RG Sharma,2,0,1
M Ntini,S Dhawan,6,0,2
M Ntini,SA Asnodkar,26,0,19
M Ntini,SB Styris,19,0,6
CR Brathwaite,EJG Morgan,1,0,1
M Ntini,SK Warne,6,0,6
M Ntini,SP Goswami,10,0,6
M Ntini,Salman Butt,10,0,11
M Ntini,Sohail Tanvir,6,0,4
CR Brathwaite,DJ Bravo,4,0,1
M Ntini,V Kohli,5,0,5
M Ntini,Y Venugopal Rao,5,0,3
M Ntini,Niraj Patel,18,0,1
M Ntini,YK Pathan,2,0,1
M Ntini,Yuvraj Singh,1,0,1
M Prasidh Krishna,AB de Villiers,8,0,14
M Prasidh Krishna,AD Nath,3,0,7
CR Brathwaite,CA Lynn,20,0,18
CR Brathwaite,AT Rayudu,8,0,5
M Prasidh Krishna,AT Rayudu,20,0,5
M Prasidh Krishna,Anureet Singh,3,0,2
CR Brathwaite,AR Patel,10,0,6
M Prasidh Krishna,BA Stokes,7,0,3
M Prasidh Krishna,BB Sran,2,0,1
M Ntini,P Kumar,3,0,6
CR Brathwaite,G Gambhir,18,0,6
M Prasidh Krishna,CH Gayle,20,0,14
M Ntini,AB de Villiers,6,0,3
CR Brathwaite,MS Dhoni,10,0,1
CR Brathwaite,MP Stoinis,8,0,16
CR Brathwaite,MC Henriques,6,0,6
M Muralitharan,VVS Laxman,9,0,7
M Muralitharan,WA Mota,7,0,4
M Muralitharan,WD Parnell,4,0,0
M Muralitharan,WP Saha,12,0,13
M Muralitharan,Y Nagar,8,0,1
CR Brathwaite,M Vohra,5,0,13
CR Brathwaite,Kuldeep Yadav,6,0,0
M Muralitharan,Yuvraj Singh,71,0,40
M Ntini,AC Gilchrist,21,0,25
M Ntini,LR Shukla,4,0,4
M Ntini,B Akhil,3,0,5
CR Brathwaite,KM Jadhav,8,0,24
M Ntini,DB Ravi Teja,4,0,10
M Ntini,DPMD Jayawardene,2,0,1
M Ntini,G Gambhir,16,0,12
M Ntini,GC Smith,35,0,21
M Ntini,IK Pathan,5,0,2
M Ntini,JH Kallis,3,0,5
CR Brathwaite,Harbhajan Singh,2,0,1
M Ntini,KC Sangakkara,2,0,3
M Ntini,Kamran Akmal,15,0,27
M Prasidh Krishna,BCJ Cutting,5,0,8
CR Brathwaite,AM Rahane,20,0,14
M Morkel,SR Watson,22,0,25
M Prasidh Krishna,SP Goswami,2,0,1
M Prasidh Krishna,R Parag,12,0,13
M Prasidh Krishna,RA Jadeja,12,0,7
M Prasidh Krishna,RA Tripathi,11,0,21
CL White,JH Kallis,6,0,3
M Prasidh Krishna,RR Pant,26,0,13
CL White,G Gambhir,10,0,3
CL White,DJ Hussey,3,0,6
CL White,BB McCullum,4,0,16
M Prasidh Krishna,SA Yadav,33,0,26
M Prasidh Krishna,SK Raina,30,0,18
M Prasidh Krishna,SN Khan,8,0,2
M Prasidh Krishna,SPD Smith,11,0,17
CL White,LRPL Taylor,4,0,1
M Prasidh Krishna,SR Watson,8,0,6
M Prasidh Krishna,SS Iyer,14,0,5
CL White,AT Rayudu,8,0,3
M Prasidh Krishna,SV Samson,10,0,12
M Prasidh Krishna,V Kohli,28,0,52
M Prasidh Krishna,V Shankar,7,0,12
M Prasidh Krishna,WP Saha,6,0,7
M Prasidh Krishna,YK Pathan,5,0,3
M Vijay,DA Warner,14,0,11
M Vijay,F du Plessis,1,0,0
M Vijay,LMP Simmons,3,0,7
CL White,KA Pollard,6,0,8
CL White,MK Pandey,8,0,1
M Prasidh Krishna,D Padikkal,16,0,21
M Prasidh Krishna,JM Bairstow,6,0,2
M Prasidh Krishna,DA Miller,6,0,5
M Prasidh Krishna,DA Warner,13,0,13
M Prasidh Krishna,E Lewis,9,0,17
M Prasidh Krishna,F du Plessis,28,0,14
M Prasidh Krishna,H Klaasen,8,0,4
M Prasidh Krishna,HH Pandya,8,0,18
CR Brathwaite,AJ Finch,12,0,25
M Prasidh Krishna,Ishan Kishan,2,0,5
M Prasidh Krishna,JC Archer,19,0,23
M Prasidh Krishna,JC Buttler,11,0,12
CR Brathwaite,AD Russell,6,0,5
M Prasidh Krishna,JP Duminy,2,0,1
M Prasidh Krishna,PA Patel,9,0,14
M Prasidh Krishna,K Gowtham,10,0,7
M Prasidh Krishna,KH Pandya,4,0,4
M Prasidh Krishna,KM Jadhav,2,0,1
CL White,V Kohli,8,0,13
CL White,RG Sharma,10,0,8
M Prasidh Krishna,MM Ali,6,0,5
M Prasidh Krishna,MM Sharma,6,0,4
M Prasidh Krishna,MP Stoinis,5,0,20
M Prasidh Krishna,Mandeep Singh,26,0,16
M Prasidh Krishna,N Pooran,6,0,1
CL White,PD Collingwood,7,0,18
M Muralitharan,Shakib Al Hasan,12,0,7
M Muralitharan,Shahid Afridi,2,0,0
M Muralitharan,Salman Butt,13,0,26
M Muralitharan,DB Ravi Teja,11,0,11
M Muralitharan,Azhar Mahmood,24,0,20
CR Woakes,HM Amla,4,0,10
CR Woakes,HH Pandya,8,0,18
M Muralitharan,B Sumanth,8,0,5
M Muralitharan,BB McCullum,28,0,16
